iata,city,state,lat,lon
ERB,nan,AU,-26.26329994,132.1820068359375
ERC,Erzincan,TR,39.71020126,39.5270004272
ERD,Berdyansk,UA,46.814999,36.758099
ERE,Erave,PG,-6.606463154,143.9002132
ERF,Erfurt,DE,50.979801,10.9581
ERG,Erbogachen,RU,61.27500153,108.0299988
ERH,Errachidia,MA,31.94750023,-4.398330212
ERI,Erie,PA,42.083127,-80.173867
ERL,Erenhot,CN,43.4225,112.096667
ERM,Erechim,BR,-27.663614,-52.271489
ERN,Eirunepé,BR,-6.63953,-69.879799
ERQ,Elrose Mine,AU,-20.9764,141.0066
ERR,Errol,NH,44.7925,-71.1642
ERS,Windhoek,NAN,-22.61219978,17.080400466918945
ERT,Erdenet,MN,48.983056,104.150556
ERU,Erume,PG,-8.2538,146.9747
ERV,Kerrville,TX,29.9767,-99.085701
ERZ,Erzurum,TR,39.956501,41.1702
ESA,Esa'ala,PG,-9.874327023,150.9542084
ESB,Ankara,TR,40.128101,32.995098
ESC,Escanaba,MI,45.723199,-87.088623
ESD,Eastsound,WA,48.708199,-122.910004
ESE,Ensenada,MX,31.795175,-116.60265
ESF,Alexandria,LA,31.394266,-92.294082
ESG,Mariscal Estigarribia,PY,-22.046499,-60.6217
ESH,"Brighton, East Sussex",GB,50.835602,-0.297222
ESK,Eskişehir,TR,39.7841,30.5821
ESL,Elista,RU,46.37390137,44.33089828491211
ESM,Tachina,EC,0.978519,-79.626602
ESN,Easton,MD,38.804199,-76.069
ESO,Espanola,NM,36.026133,-106.045443
ESR,El Salvador,CL,-26.3111,-69.765198
ESS,Essen,DE,51.402302,6.93733
EST,Estherville,IA,43.407398,-94.746399
ESU,Essaouira,MA,31.397499,-9.68167
ESW,Easton,WA,47.25419998,-121.185997
ETB,West Bend,WI,43.422278,-88.128966
ETD,Etadunna,AU,-28.740801,138.589005
ETE,Metema,ET,12.932999610899998,36.16699982
ETL,Svetlaya,RU,46.541704,138.321703
ETM,Eilat,IL,29.727009,35.014116
ETN,Eastland,TX,32.41350174,-98.80979919
ETR,Santa Rosa,EC,-3.441986,-79.996957
ETS,Enterprise,AL,31.29969978,-85.89990234
ETZ,Goin,FR,48.982101,6.25132
EUA,Eua Island,TO,-21.37829971,-174.9579926
EUC,nan,AU,-31.707084,128.877243
EUE,Eureka,NV,39.6041984558,-116.0049973
EUF,Eufaula,AL,31.95129967,-85.12889862
EUG,Eugene,OR,44.12459945678711,-123.211998
EUM,Neumünster,DE,54.079445,9.941389
EUN,El Aaiún,EH,27.142467,-13.224947
EUO,Paratebueno,CO,4.401295,-73.188381
EUQ,San Jose,PH,10.766644,121.932506
EUX,Oranjestad,BQ,17.4965,-62.979401
EVD,Eva Downs,AU,-18.00099945,134.8630066
EVE,Evenes,NO,68.49130249,16.67810059
EVG,Sveg,SE,62.047798,14.4229
EVH,nan,AU,-29.101786,153.419255
EVM,Eveleth,MN,47.42458,-92.499204
EVN,Yerevan,AM,40.14730072,44.39590073
EVV,Evansville,IN,38.03699875,-87.53240204
EVW,Evanston,WY,41.27479935,-111.0350037
EVX,"Fauville, Eure",FR,49.028702,1.21986
EWB,New Bedford,MA,41.67610168457031,-70.95690155
EWE,Agats,ID,-5.496185,138.078361
EWI,Enarotali,ID,-3.925739,136.378634
EWK,Newton,KS,38.0582008362,-97.27449799
EWN,New Bern,NC,35.07300186,-77.04290009
EWO,Ewo,CG,-0.883,14.8
EWR,Newark,NJ,40.692501,-74.168701
EXI,Excursion Inlet,AK,58.420502,-135.449005
EXM,Exmouth,AU,-22.040677,114.102663
EXT,"Exeter, Devon",GB,50.734261,-3.413984
EYA,Zeya,RU,53.687023,127.090972
EYK,nan,RU,63.686901,66.698601
EYL,Yélimané,ML,15.123682,-10.571177
EYP,Yopal,CO,5.31911,-72.384
EYR,Yerington,NV,39.0041008,-119.1579971
EYS,Eliye Springs,KE,3.23635,35.97664
EYW,Key West,FL,24.556101,-81.759598
EZE,Buenos Aires (Ezeiza),AR,-34.8222,-58.5358
EZS,Elazığ,TR,38.597974,39.28348
EZV,nan,RU,63.92100143432617,65.03050231933594
FAA,Faranah,GN,10.03549957,-10.76980019
FAB,"Farnborough, Hampshire",GB,51.275799,-0.776333
FAC,Faaite,PF,-16.68657,-145.329394
FAE,Vágar,FO,62.063256,-7.275782
FAF,Newport News (Fort Eustis),VA,37.1325,-76.608803
FAG,Fagurhólsmýri,IS,63.874699,-16.6411
FAH,Farah,AF,32.366667,62.165347
FAI,Fairbanks,AK,64.815102,-147.856003
FAK,False Island,AK,57.53219986,-135.2129974
FAM,Farmington,MO,37.761101,-90.428597
FAO,Faro,PT,37.01440048,-7.965909958
FAQ,Frieda River,PG,-4.610468,141.960138
FAR,Fargo,ND,46.92070007324219,-96.81580353
FAS,Fáskrúðsfjörður,IS,64.931456,-14.047957
FAT,Fresno,CA,36.776199,-119.718002
FAU,Fahud,OM,22.354759,56.484146
FAV,nan,PF,-16.05410004,-145.6569977
FAY,Fayetteville,NC,34.991199,-78.880302
FAZ,Fasa,IR,28.8918,53.723301
FBA,Fonte Boa,BR,-2.53260994,-66.08319855
FBD,Fayzabad,AF,37.122148,70.5201
FBE,Francisco Beltrão,BR,-26.05938,-53.063827
FBG,Fort Bragg,NC,35.13180161,-78.93669891
FBK,Fairbanks,AK,64.837502,-147.613998
FBL,Faribault,MN,44.32844,-93.312534
FBM,Lubumbashi,CD,-11.59130001,27.53089905
FBR,Fort Bridger,WY,41.39189911,-110.4069977
FBS,Friday Harbor,WA,48.5373,-123.010002
FBY,Fairbury,NE,40.1829986572,-97.16929626
FCA,Kalispell,MT,48.31050109863281,-114.2559967
FCB,Ficksburg,ZA,-28.82309914,27.908899307250977
FCH,Fresno,CA,36.732399,-119.82
FCM,Minneapolis,MN,44.82720184,-93.45709991
FCN,Wurster Nordseeküste,DE,53.767689,8.659201
FCO,Rome,IT,41.804532,12.251998
FCS,Fort Carson,CO,38.67839813,-104.7570038
FCY,Forrest City,AR,34.942001342800005,-90.77500153
FDA,Fundación,CO,10.5333,-74.2
FDE,Førde,NO,61.391102,5.75694
FDF,Fort-de-France,MQ,14.591,-61.003201
FDH,Friedrichshafen,DE,47.671299,9.51149
FDK,Frederick,MD,39.4175987244,-77.3742981
FDR,Frederick,OK,34.35200119,-98.98390198
FDU,Bandundu,CD,-3.31132,17.381701
FDY,Findlay,OH,41.0135002136,-83.66870117
FEB,Sanfebagar,NP,29.236629,81.215317
FEC,Feira de Santana,BR,-12.200694,-38.906164
FEG,Fergana,UZ,40.358799,71.745003
FEJ,Feijó,BR,-8.141213,-70.340821
FEN,Fernando de Noronha,BR,-3.854471,-32.423302
FEP,Freeport,IL,42.24620056,-89.58200073
FET,Fremont,NE,41.45024,-96.522884
FEZ,Saïss,MA,33.927299,-4.97796
FFA,Kill Devil Hills,NC,36.01819992,-75.6713028
FFD,"Fairford, Gloucestershire",GB,51.683568,-1.789172
FFL,Fairfield,IA,41.053024,-91.980114
FFM,Fergus Falls,MN,46.28440094,-96.15670013
FFO,Dayton,OH,39.826099,-84.048302
FFT,Frankfort,KY,38.181698,-84.906764
FFU,Futaleufu,CL,-43.189201,-71.851097
FGD,Fderik,MR,22.673551,-12.729262
FGI,Apia,WS,-13.849167,-171.739866
FGL,Fox Glacier,NZ,-43.46111,170.01702
FGU,Fangatau,PF,-15.820044,-140.888071
FHU,Fort Huachuca / Sierra Vista,AZ,31.587383,-110.348225
FHZ,Fakahina,PF,-15.992259,-140.164246
FID,Fishers Island,NY,41.252099,-72.032218
FIE,Fair Isle,GB,59.534721,-1.628509
FIG,Fria,GN,10.3506,-13.5692
FIH,Kinshasa,CD,-4.38575,15.4446
FIK,Finke,AU,-25.59469986,134.5829926
FIL,Fillmore,UT,38.95830154,-112.362999
FIN,Buki,PG,-6.621750109,147.85405
FIZ,nan,AU,-18.183596,125.559783
FJR,Fujairah,AE,25.1122,56.324001
FKB,Rheinmünster,DE,48.7794,8.0805
FKI,Kisangani,CD,0.481638998,25.33799934
FKJ,Fukui,JP,36.142799,136.223999
FKL,Franklin,PA,41.37789917,-79.86039734
FKN,Franklin,VA,36.698101,-76.903801
FKQ,Fakfak,ID,-2.920508,132.267011
FKS,Sukagawa,JP,37.22740173339844,140.43099975585938
FLA,Florencia,CO,1.58919,-75.5644
FLB,Floriano,BR,-6.84639,-43.077301
FLD,Fond du Lac,WI,43.77119827,-88.48840332
FLF,Flensburg,DE,54.773335,9.378889
FLG,Flagstaff,AZ,35.1385,-111.670998
FLH,Flotta Isle,GB,58.825802,-3.14278
FLI,Flateyri,IS,66.01418043,-23.4416914
FLL,Fort Lauderdale,FL,26.072599,-80.152702
FLM,Filadelfia,PY,-22.354611,-60.053211
FLN,Florianópolis,BR,-27.670279,-48.552502
FLO,Florence,SC,34.18539810180664,-79.72389984
FLP,Flippin,AR,36.29090118,-92.59030151
FLR,Firenze (FI),IT,43.808558,11.202822
FLS,Whitemark,AU,-40.091702,147.992996
FLT,Flat,AK,62.4525985718,-157.9889984
FLV,Fort Leavenworth,KS,39.36830139,-94.91470337
FLW,Santa Cruz das Flores,PT,39.455299377441406,-31.13139915
FLX,Fallon,NV,39.49909973,-118.7490005
FLY,nan,AU,-35.658918,145.561214
FLZ,Sibolga (Pinangsori),ID,1.557127,98.887145
FMA,Formosa,AR,-26.2127,-58.2281
FME,Fort Meade(Odenton),MD,39.08539962769999,-76.75939941
FMG,Brasilito,CR,10.41860008239746,-85.78269958
FMH,Falmouth,MA,41.657899,-70.52163
FMI,Kalemie,CD,-5.87556,29.25
FMM,Memmingen,DE,47.9888000488,10.23950005
FMN,Farmington,NM,36.741199,-108.230003
FMO,Greven,DE,52.134602,7.68483
FMS,Fort Madison,IA,40.659113,-91.327763
FMT,Faresmaathodaa,MV,0.192647,73.196755
FMU,Florence,OR,43.98279953,-124.1110001
FMY,Fort Myers,FL,26.58659935,-81.86329651
FNA,Freetown (Lungi-Town),SL,8.61644,-13.1955
FNB,Trollenhagen,DE,53.6022,13.306
FNC,Funchal,PT,32.697899,-16.7745
FND,Funadhoo,MV,6.162443,73.28752
FNE,Fane Mission,PG,-8.549277778,147.0858333
FNG,Fada N'gourma,BF,12.033,0.35
FNH,Fincha,ET,9.584387,37.377855
FNI,Nîmes/Garons,FR,43.757401,4.41635
FNJ,Pyongyang,KP,39.224098,125.669998
FNL,Loveland,CO,40.44969,-105.011272
FNR,Funter Bay,AK,58.25439835,-134.897995
FNT,Flint,MI,42.96540069580078,-83.74359894
FNU,Oristano,IT,39.895308,8.642661
FOA,Foula,GB,60.121725,-2.053202
FOB,Fort Bragg,CA,39.472445,-123.795319
FOC,Fuzhou (Changle),CN,25.934669,119.66318
FOD,Fort Dodge,IA,42.552624,-94.191237
FOE,Topeka,KS,38.950901,-95.663597
FOG,Foggia (FG),IT,41.433596,15.534566
FOK,Westhampton Beach,NY,40.84370041,-72.63179779
FOM,Foumban,CM,5.63692,10.7508
FON,La Fortuna,CR,10.469311,-84.579073
FOO,Kornasoren,ID,-0.935842,134.872298
FOR,Fortaleza,BR,-3.775833,-38.532222
FOS,nan,AU,-30.83662,128.112811
FOT,nan,AU,-32.202489,152.481136
FOU,Fougamou,GA,-1.278325,10.612497
FOY,Foya,LR,8.3513,-10.2269
FPO,Freeport,BS,26.55870056,-78.69560242
FPR,Fort Pierce,FL,27.49510002,-80.36830139
FPY,Perry,FL,30.0693,-83.580597
FRA,Frankfurt am Main,DE,50.030241,8.561096
FRB,Forbes,AU,-33.363602,147.934998
FRC,Franca,BR,-20.592199,-47.3829
FRD,Friday Harbor,WA,48.523654,-123.024645
FRE,Fera Island,SB,-8.1075,159.576996
FRG,Farmingdale,NY,40.72880173,-73.41339874
FRH,French Lick,IN,38.50619888,-86.63690186
FRI,Fort Riley (Junction City),KS,39.053021,-96.764202
FRK,Frégate Island,SC,-4.582785,55.944928
FRL,Forlì (FC),IT,44.194801,12.0701
FRM,Fairmont,MN,43.64390183,-94.41560364
FRN,Fort Richardson,AK,61.266399,-149.653
FRO,Florø,NO,61.58359909,5.024720192
FRQ,Feramin,PG,-5.208,141.6988
FRR,Front Royal,VA,38.9175,-78.253502
FRS,San Benito,GT,16.913799,-89.866402
FRT,Frutillar,CL,-41.051666,-73.35111
FRW,Francistown,BW,-21.15914,27.468545
FRY,Fryeburg,ME,43.9911003113,-70.94789886
FRZ,Fritzlar,DE,51.1146,9.286
FSC,Figari,FR,41.500599,9.09778
FSD,Sioux Falls,SD,43.585463,-96.741152
FSI,Fort Sill,OK,34.649799,-98.402199
FSK,Fort Scott,KS,37.79840088,-94.76940155
FSL,Fossil Downs Station,AU,-18.1321,125.7873
FSM,Fort Smith,AR,35.336601,-94.367401
FSP,Saint-Pierre,PM,46.76290130615234,-56.17309952
FST,Fort Stockton,TX,30.91570091,-102.9160004
FSU,Fort Sumner,NM,34.48339844,-104.2170029
FSZ,Makinohara / Shimada,JP,34.796043,138.187752
FTA,Futuna Island,VU,-19.51639938,170.2319946
FTE,El Calafate,AR,-50.2803,-72.053101
FTI,Fitiuta Village,AS,-14.216131,-169.423771
FTK,Fort Knox,KY,37.9071006775,-85.9720993
FTU,Tôlanaro,MG,-25.038099,46.9561
FTW,Fort Worth,TX,32.819801,-97.362396
FTX,Owando,CG,-0.524566,15.93782
FTY,Atlanta,GA,33.77909851,-84.52140045
FUB,Fulleborn,PG,-6.1518,150.6264
FUE,El Matorral,ES,28.4527,-13.8638
FUG,"Yingzhou, Fuyang",CN,32.882157,115.734364
FUJ,Goto,JP,32.666302,128.832993
FUK,Fukuoka,JP,33.585899353027344,130.4510040283203
FUL,Fullerton,CA,33.87200165,-117.9800034
FUM,Fuma,PG,-6.3933,142.4408
FUN,Funafuti,TV,-8.525,179.195999
FUO,Foshan (Nanhai),CN,23.0825,113.070833
FUT,Futuna Island,WF,-14.311565,-178.066492
FVL,nan,AU,-18.297844,128.455897
FVM,Fuvahmulah Island,MV,-0.309722,73.435
FVR,Oombulgurri,AU,-15.1647,127.8401
FWA,Fort Wayne,IN,40.9785,-85.195099
FWH,Fort Worth,TX,32.769199,-97.441498
FWL,Farewell,AK,62.509327,-153.892279
FXE,Fort Lauderdale,FL,26.19729996,-80.17070007
FXO,Cuamba,MZ,-14.815,36.529999
FXY,Forest City,IA,43.23469925,-93.62409973
FYJ,Fuyuan,CN,48.197219,134.36298
FYM,Fayetteville,TN,35.059700012200004,-86.56400299
FYN,Fuyun,CN,46.804169,89.512006
FYT,Faya-Largeau,TD,17.917101,19.111099
FYU,Fort Yukon,AK,66.571651,-145.249987
FYV,Fayetteville,AR,36.00510025024414,-94.17009735
FZL,Fuzuli,AZ,39.594578,47.196128
GAA,Guamal,CO,9.15,-74.233333
GAB,Gabbs,NV,38.923173,-117.9572
GAC,Gracias,HN,14.573492,-88.595801
GAD,Gadsden,AL,33.972599,-86.088996
GAE,Gabès,TN,33.733691,9.91941
GAF,Gafsa,TN,34.422000885009766,8.822500228881836
GAG,Gage,OK,36.295502,-99.776398
GAH,Gayndah,AU,-25.615939,151.62055
GAI,Gaithersburg,MD,39.168301,-77.166
GAJ,Higashine,JP,38.4119,140.371002
GAL,Galena,AK,64.736198,-156.936997
GAM,Gambell,AK,63.767694,-171.733303
GAN,Gan,MV,-0.692694,73.151557
GAO,Guantánamo,CU,20.0853,-75.158302
GAP,Gusap,PG,-6.053196,145.959047
GAQ,nan,ML,16.2484,-0.005456
GAR,Garaina,PG,-7.875625,147.141266
GAS,Garissa,KE,-0.463508,39.6483
GAT,"Tallard, Hautes-Alpes",FR,44.455002,6.03778
GAU,Guwahati,IN,26.10610008239746,91.58589935302734
GAV,Gag Island,ID,-0.400556,129.895004
GAW,Gangaw,MM,22.174699783325195,94.13439941
GAX,Gamba,GA,-2.785278,10.047222
GAY,Gaya,IN,24.744301,84.951202
GAZ,Woodlark (Muyua) Island,PG,-9.225918,152.944352
GBA,"Cirencester, Gloucestershire",GB,51.668528,-2.056599
GBB,Gabala,AZ,40.808617,47.725389
GBC,Gasuke,PG,-6.1028,141.7393
GBD,Great Bend,KS,38.344299,-98.8592
GBE,Gaborone,BW,-24.555201,25.9182
GBF,Negarbo,PG,-6.567778,144.703058
GBG,Galesburg,IL,40.9379997253,-90.43109894
GBH,Galbraith Lake,AK,68.47969818,-149.4900055
GBI,Kalaburagi,IN,17.308154,76.965246
GBJ,Grand-Bourg,GP,15.868925,-61.270087
GBK,Gbangbatok,SL,7.812535,-12.377815
GBL,nan,AU,-11.65,133.382004
GBM,Garbaharey,SO,3.32294,42.21309
GBP,Gamboola,AU,-16.54412,143.668155
GBR,Great Barrington,MA,42.18420029,-73.40319824
GBT,Gorgan,IR,36.9094009399,54.40129852
GBU,Khashm El Girba,SD,14.925,35.877998
GBV,Gibb,AU,-16.418661,126.445685
GBW,Ginbata,AU,-22.5812,120.03553
GBZ,Claris,NZ,-36.24140167,175.4720001220703
GCA,Guacamayas,CO,2.283333,-74.95
GCC,Gillette,WY,44.3489,-105.539001
GCD,Electric City,WA,47.92200089,-119.0830002
GCH,Gachsaran,IR,30.333869,50.833796
GCI,Saint Peter Port,GG,49.435001,-2.60197
GCJ,Midrand,ZA,-25.98629951,28.14010048
GCK,Garden City,KS,37.92750168,-100.723999
GCM,George Town,KY,19.292801,-81.357697
GCN,Grand Canyon - Tusayan,AZ,35.9524,-112.147003
GCT,Littlefield,AZ,36.257984,-113.231063
GCV,Gravatai,BR,-29.9494,-50.98505
GCW,Peach Springs,AZ,35.985787,-113.817072
GCY,Greeneville,TN,36.195648,-82.811482
GDB,Gondia,IN,21.526817,80.290347
GDC,Greenville,SC,34.758301,-82.376404
GDD,Gordon Downs,AU,-18.67810059,128.5919952392578
GDE,Gode,ET,5.935130119,43.57860184
GDH,Golden Horn Lodge,AK,59.74700165,-158.875
GDI,Melle,CF,9.581117,21.728172
GDL,Guadalajara,MX,20.523342,-103.310108
GDM,Gardner,MA,42.54999924,-72.01609802
GDN,Gdańsk,PL,54.377602,18.4662
GDO,Guasdualito,VE,7.210834,-70.756386
GDP,Guadalupe,BR,-6.782219887,-43.5821991
GDQ,Azezo,ET,12.5199,37.433998
GDR,Angra dos Reis,BR,-22.9753,-44.307098
GDT,Cockburn Town,TC,21.4445,-71.142303
GDV,Glendive,MT,47.137658,-104.80691
GDW,Gladwin,MI,43.97060013,-84.47499847
GDX,Magadan,RU,59.9109993,150.72000122070312
GDZ,Gelendzhik,RU,44.58209263,38.01248074
GEA,Nouméa,NC,-22.25812,166.472783
GEB,Gebe Island,ID,-0.078889,129.457993
GEC,Lefkoniko (Geçitkale),CY,35.23591,33.720088
GED,Georgetown,DE,38.689201,-75.358902
GEE,George Town,AU,-41.079491,146.839061
GEF,Liangia,SB,-7.575829983,156.5970001220703
GEG,Spokane,WA,47.6199,-117.533997
GEL,Santo Ângelo,BR,-28.282503,-54.169623
GEM,Mengomeyén,GQ,1.685334,11.024394
GEO,Georgetown,GY,6.49855,-58.254101
GER,Nueva Gerona,CU,21.834699630737305,-82.78379822
GES,General Santos,PH,6.058000088,125.0960007
GET,Moonyoonooka,AU,-28.796101,114.707001
GEV,Gällivare,SE,67.13240051269531,20.814599990844727
GEW,Gewoia,PG,-9.2263,148.4949
GEY,Greybull,WY,44.51679993,-108.0830002
GFA,Great Falls,MT,47.50469971,-111.1869965
GFD,Greenfield,IN,39.790715,-85.735019
GFE,Grenfell,AU,-34.0,148.1329956
GFF,Griffith,AU,-34.25080109,146.0670013
GFK,Grand Forks,ND,47.949299,-97.176102
GFL,Glens Falls,NY,43.34120178,-73.61029816
GFN,Grafton,AU,-29.754795,153.031234
GFO,Bartica,GY,6.358864,-58.655207
GFR,"Bréville-sur-Mer, Manche",FR,48.883099,-1.56417
GFY,Grootfontein,NAN,-19.6022,18.1227
GGB,Água Boa,BR,-14.019959,-52.152003
GGC,Lumbala N'guimbo,AO,-14.105106,21.45083
GGD,nan,AU,-18.625,139.23300170898438
GGE,Georgetown,SC,33.31169891,-79.31960297
GGF,Almeirim,BR,-1.479524,-52.578214
GGG,Longview,TX,32.38399887084961,-94.71150208
GGH,Cianorte,BR,-23.69157,-52.642091
GGJ,Guaíra,BR,-24.0811,-54.1917
GGM,Kakamega,KE,0.271342009,34.78730011
GGN,Gagnoa,CI,6.102855,-5.986809
GGO,Guiglo,CI,6.534711,-7.526847
GGR,Garowe,SO,8.457942,48.567407
GGS,Gobernador Gregores,AR,-48.7831,-70.150002
GGT,Moss Town,BS,23.562599,-75.877998
GGW,Glasgow,MT,48.212502,-106.614998
GHA,El Atteuf,DZ,32.384102,3.79411
GHB,Governor's Harbour,BS,25.2847,-76.331001
GHC,Bullocks Harbour,BS,25.7383,-77.840103
GHE,Garachiné,PA,8.0644,-78.3673
GHF,Giebelstadt,DE,49.64805603,9.966388702390002
GHK,Kennedy Lake,CA,63.435198,-109.144812
GHM,Centerville,TN,35.83739853,-87.44539642
GHN,Deyang (Guanghan),CN,30.9485,104.3296
GHS,Melak-Borneo Island,ID,-0.203611,115.760002
GHT,Ghat,LY,25.14559937,10.1426000595
GHU,Gualeguaychu,AR,-33.005567,-58.612833
GHV,Brașov (Ghimbav),RO,45.70558,25.522871
GIB,Gibraltar,GI,36.151199,-5.34966
GIC,Boigu Island,AU,-9.23278,142.218002
GID,Gitega,BI,-3.417209,29.911308
GIF,Winter Haven,FL,28.062901,-81.753304
GIG,Rio De Janeiro,BR,-22.809999,-43.250557
GII,Siguiri,GN,11.399833,-9.18841
GIL,Gilgit,PK,35.918800354003906,74.33360290527344
GIM,Miele Mimbale,GA,-0.02894,11.418021
GIR,Girardot,CO,4.27624,-74.7967
GIS,Gisborne,NZ,-38.6633,177.977997
GIT,Geita,TZ,-2.813667,32.172472
GIU,Sigiriya,LK,7.95667,80.7285
GIY,Giyani,ZA,-23.2833,30.65
GIZ,Jizan,SA,16.9011,42.5858
GJA,Guanaja,HN,16.4454,-85.906601
GJL,Tahir,DZ,36.795101,5.87361
GJM,Guajará-Mirim,BR,-10.78641,-65.28486
GJR,Gjögur,IS,65.9953,-21.3269
GJT,Grand Junction,CO,39.126663,-108.529387
GKA,Goronka,PG,-6.081689835,145.3919983
GKD,Gökçeada,TR,40.204498,25.883302
GKE,Geilenkirchen,DE,50.9608,6.04242
GKH,Gorkha,NP,28.0385,84.4664
GKK,Huvadhu Atoll,MV,0.7324,73.4336
GKL,Great Keppel Island,AU,-23.184575,150.94164
GKN,Gulkana,AK,62.155859,-145.454662
GKT,Sevierville,TN,35.85779953,-83.52870178
GLA,Glasgow,GB,55.871899,-4.43306
GLB,Globe,AZ,33.3531,-110.667
GLC,Geladi,ET,6.984439849849999,46.42139816
GLD,Goodland,KS,39.370701,-101.699753
GLE,Gainesville,TX,33.651401519800004,-97.1969986
GLF,Golfito,CR,8.65401,-83.182198
GLG,nan,AU,-24.80830002,139.60000610351562
GLH,Greenville,MS,33.482899,-90.985603
GLI,Glen Innes,AU,-29.676029,151.691156
GLK,Galcaio,SO,6.780829906,47.45470047
GLL,Klanten flyplass,NO,60.791066,9.048672
GLM,nan,AU,-22.8883,138.824997
GLN,Guelmim,MA,29.026699,-10.0503
GLO,Staverton,GB,51.89419937133789,-2.167220116
GLP,Gulgubip,PG,-5.2808,141.5411
GLR,Gaylord,MI,45.0135002136,-84.70359802
GLS,Galveston,TX,29.265301,-94.860397
GLT,Gladstone,AU,-23.869763,151.225439
GLU,Gelephu,BT,26.88456,90.46412
GLV,Golovin,AK,64.550499,-163.007004
GLW,Glasgow,KY,37.03179932,-85.9536972
GLX,Galela-Celebes Island,ID,1.83833,127.786003
GLZ,Rijen,NL,51.567402,4.93183
GMA,Gemena,CD,3.23537,19.771299
GMB,Gambela,ET,8.12876,34.563099
GMC,Puerto Carreño,CO,3.629996,-70.323028
GMD,Ben Slimane,MA,33.655399,-7.22145
GME,Gomel,BY,52.527000427246094,31.016700744628903
GMI,Gasmata Island,PG,-6.271110058,150.3309937
GMM,Gamboma,CG,-1.829403,15.885237
GMN,nan,NZ,-42.4617,171.190002
GMO,Gombe,NG,10.298889,10.9
GMP,Seoul,KR,37.5583,126.791
GMQ,Golog (Maqên),CN,34.418066,100.301144
GMR,nan,PF,-23.07990074,-134.8899994
GMS,Guimarães,BR,-2.109444,-44.651114
GMT,Granite Mountain,AK,65.40209961,-161.2810059
GMU,Greenville,SC,34.847903,-82.350217
GMV,Oljato-Monument Valley,UT,37.015868,-110.202031
GMZ,"Alajero, La Gomera Island",ES,28.0296,-17.2146
GNA,Hrodna,BY,53.602001,24.053801
GNB,Grenoble,FR,45.3629,5.32937
GND,Saint George's,GD,12.0042,-61.786201
GNE,Gent,BE,51.020551,3.730341
GNF,Quincy,CA,39.943902,-120.945
GNG,Gooding,ID,42.91719818,-114.7649994
GNI,Lüdao,TW,22.673901,121.466003
GNJ,Ganja,AZ,40.738935,46.320067
GNM,Guanambi,BR,-14.2082,-42.746101
GNN,Ghinnir,ET,7.150000095,40.71699905
GNR,General Roca,AR,-39.000702,-67.620499
GNS,Gunungsitoli,ID,1.16628,97.704327
GNT,Grants,NM,35.16730118,-107.9020004
GNU,Goodnews,AK,59.117561,-161.575241
GNV,Gainesville,FL,29.69009972,-82.27179718
GNY,Şanlıurfa,TR,37.445663,38.895592
GNZ,Ghanzi,BW,-21.692499,21.6581
GOA,Genova (GE),IT,44.412039,8.840732
GOB,Goba,ET,7.119033,40.045166
GOC,Gora,PG,-9.0021,148.2364
GOE,Gonaili,PG,-5.527716614,151.5733333
GOG,Gobabis,NAN,-22.5044,18.973101
GOH,Nuuk,GL,64.191066,-51.67914
GOI,Vasco da Gama,IN,15.3808,73.831398
GOJ,Nizhny Novgorod,RU,56.228254,43.785197
GOK,Guthrie,OK,35.84980011,-97.41560364
GOL,Gold Beach,OR,42.41339874,-124.4240036
GOM,Goma,CD,-1.66617,29.237929
GON,Groton,CT,41.330101,-72.045097
GOO,nan,AU,-28.5214,150.320007
GOP,Gorakhpur,IN,26.7397003174,83.4496994
GOQ,Golmud,CN,36.4006,94.786102
GOR,Gore,ET,8.1614,35.5529
GOS,Gosford,AU,-33.367681,151.299806
GOT,Göteborg,SE,57.6628,12.2798
GOU,Garoua,CM,9.335889816,13.370100021362305
GOV,Nhulunbuy,AU,-12.26939964,136.8179932
GOX,Mopa,IN,15.744257,73.860625
GOY,Tura,RU,64.333511,100.432892
GOZ,Gorna Oryahovitsa,BG,43.151402,25.7129
GPA,Patras,GR,38.1511,21.4256
GPB,Guarapuava,BR,-25.388327,-51.52349
GPD,Mount Gordon Mine,AU,-19.77265,139.40425
GPI,Guapi,CO,2.57013,-77.897969
GPL,Pococi,CR,10.21720028,-83.79699707
GPN,Pirlangimpi,AU,-11.399686,130.425568
GPO,General Pico,AR,-35.696201,-63.758301
GPS,Isla Baltra,EC,-0.453758,-90.2659
GPT,Gulfport,MS,30.407301,-89.070099
GPZ,Grand Rapids,MN,47.21110153,-93.50980377
GQQ,Galion,OH,40.7533989,-82.72380066
GRA,Puerto Mosquito,CO,8.20199,-73.7653
GRB,Green Bay,WI,44.483459,-88.130805
GRC,Grand Cess,LR,4.571,-8.2076
GRD,Greenwood,SC,34.248699,-82.159103
GRE,Greenville,IL,38.836844,-89.376525
GRF,Fort Lewis/Tacoma,WA,47.07920074,-122.5810013
GRG,Gardez,AF,33.627366,69.237023
GRI,Grand Island,NE,40.96749877929688,-98.30960083
GRJ,George,ZA,-34.0056,22.378902
GRK,Fort Cavazos,TX,31.0672,-97.828903
GRL,Au,PG,-7.980713,147.213461
GRM,Grand Marais,MN,47.8382988,-90.38289642
GRN,Gordon,NE,42.80599976,-102.1750031
GRO,Girona,ES,41.904639,2.761774
GRP,Gurupi,BR,-11.7396,-49.132198
GRQ,Groningen,NL,53.119701,6.57944
